compound,node_id,original_name,primary_flavor,flavor_strength,salt,fat,acid,heat,umami,sweet,bitter,aromatic
morin,8404,morin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
quercetagetin,8405,Quercetagetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
scutellarein,8406,Scutellarein,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
tricetin,8729,Tricetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
coumestrol,8408,Coumestrol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
daidzein,8409,daidzein,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
prunetin,8410,Prunetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_jasmonate,8543,Methyl_jasmonate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-ionone,8412,Alpha-Ionone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
geranyl_formate,8413,Geranyl_formate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cinnamyl_acetate,8414,Cinnamyl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_linoleate,8415,Ethyl_Linoleate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-hexenoic_acid,8416,trans-2-Hexenoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
trans-3-hexenoic_acid,8417,trans-3-Hexenoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2-decenoic_acid,8418,2-Decenoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-decenoic_acid,8419,4-Decenoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(e)-hept-2-enal,8420,(E)-Hept-2-enal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"trans,trans-2,4-heptadienal",8421,"trans,trans-2,4-Heptadienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-octenal,8422,trans-2-Octenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(2e,4e)-octa-2,4-dienal",8423,"(2E,4E)-Octa-2,4-dienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-nonenal,8424,trans-2-Nonenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"trans,trans-2,4-nonadienal",8425,"trans,trans-2,4-Nonadienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-decenal,8426,trans-2-Decenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(2e,4e)-deca-2,4-dienal",8427,"(2E,4E)-deca-2,4-dienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-undecenal,8428,2-Undecenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-dodecenal,8429,trans-2-Dodecenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_linoleate,8430,Methyl_Linoleate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-3-hexen-1-ol,8431,trans-3-Hexen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
nerolidol,8432,Nerolidol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
nsc5112,8433,NSC5112,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(z)-ethyl_cinnamate,8434,(Z)-Ethyl_cinnamate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
50-69-1,8435,50-69-1,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ac1nst8q,8436,AC1NST8Q,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cinnamyl_alcohol,8437,cinnamyl_alcohol,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
(z)-cinnamyl_acetate,8438,(Z)-Cinnamyl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
falcarindiol,8439,Falcarindiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-cis-farnesene,8440,beta-cis-farnesene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-hexen-1-ol,8441,trans-2-Hexen-1-Ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ac1nswdq,8442,AC1NSWDQ,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-octen-1-ol,8443,trans-2-Octen-1-Ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
juniper_camphor,8444,Juniper_camphor,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
methyl_linolenate,8445,Methyl_Linolenate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-methyl-2-pentenal,8446,2-Methyl-2-Pentenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_propyl_trisulfide,8447,Methyl_propyl_trisulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(z)-beta-ocimene,8448,(Z)-Beta-Ocimene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
propenyl_propyl_disulfide,8449,Propenyl_propyl_disulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
tiglic_aldehyde,8450,Tiglic_aldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
caryophyllene,8451,Caryophyllene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
methyl_sorbate,8452,Methyl_sorbate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-2-hexen-1-ol,8453,cis-2-Hexen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
neryl_butyrate,8454,Neryl_butyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(z)-4-hydroxy-6-dodecenoic_acid_lactone,8455,(Z)-4-Hydroxy-6-dodecenoic_acid_lactone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(e)-gamma-bisabolene,8456,(E)-gamma-Bisabolene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
16491-36-4,8457,16491-36-4,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
68698-59-9,8458,68698-59-9,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-hexenyl_butyrate,8459,trans-2-Hexenyl_butyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-hexenyl_propanoate,8460,2-Hexenyl_propanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"5,6-epoxy-beta-ionone",8461,"5,6-Epoxy-beta-ionone",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
41519-23-7,8462,41519-23-7,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_hexanoate,8463,cis-3-Hexenyl_hexanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
jasmine_lactone,8464,Jasmine_lactone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_cis-4-octenoate,8465,Ethyl_cis-4-octenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_(z)-oct-4-enoate,8466,Methyl_(Z)-oct-4-enoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-decenyl_acetate_(z),8467,4-DECENYL_ACETATE_(Z),salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-5-octen-1-ol,8468,cis-5-Octen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3,5-octadien-2-one",8469,"3,5-Octadien-2-one",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4-propenyl-2,6-dimethoxyphenol",8470,"4-Propenyl-2,6-dimethoxyphenol",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(e)-2-hexenyl_hexanoate,8471,(E)-2-Hexenyl_hexanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
mls002702988,8472,MLS002702988,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cucurbitacine_e,8473,Cucurbitacine_E,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
allyl_crotonate,8474,Allyl_crotonate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-2-nonenal,8475,cis-2-Nonenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
neryl_formate,8476,Neryl_formate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-methyl_cinnamaldehyde,8477,alpha-Methyl_cinnamaldehyde,aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
geranyl_propionate,8478,Geranyl_propionate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranyl_butyrate,8479,Geranyl_butyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
peruviol,8480,Peruviol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
67860-38-2,8481,67860-38-2,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_trans-4-decenoate,8482,Ethyl_trans-4-decenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
81925-81-7,8483,81925-81-7,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"propyl_2,4-decadienoate",8484,"Propyl_2,4-decadienoate",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_3-hexenoate,8485,Ethyl_3-Hexenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-isopropyl-5-methyl-2-hexenal,8486,2-Isopropyl-5-methyl-2-hexenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-6-nonenal,8487,cis-6-Nonenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3-hexenoic_acid,_methyl_ester",8488,"3-Hexenoic_acid,_methyl_ester",aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
cis-6-nonen-1-ol,8489,cis-6-Nonen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-4-heptenal,8490,cis-4-Heptenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranyl_isovalerate,8491,Geranyl_isovalerate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"trans,cis-2,6-nonadien-1-ol",8492,"trans,cis-2,6-Nonadien-1-ol",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
5-methyl-3-hexen-2-one,8493,5-Methyl-3-Hexen-2-One,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-octen-2-one,8494,3-Octen-2-One,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_oleate,8495,Ethyl_oleate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_pyruvate,8496,cis-3-Hexenyl_pyruvate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_acetate,8497,cis-3-Hexenyl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ocimene_quintoxide,8498,Ocimene_quintoxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
gamma-ionone,8499,gamma-Ionone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-ionol,8500,alpha-Ionol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-methyl-2-phenyl-2-pentenal,8501,4-Methyl-2-phenyl-2-pentenal,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cis-3-hexenyl_lactate,8502,cis-3-Hexenyl_lactate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_2-octenoate,8503,Ethyl_2-octenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_2-hexenoate,8504,Methyl_2-Hexenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_elaidate,8505,Ethyl_elaidate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-octen-1-ol,8506,cis-3-Octen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_oct-2-enoate,8507,Methyl_oct-2-enoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-hepten-2-one,8508,3-Hepten-2-One,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-pentenal,8509,trans-2-Pentenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_hex-2-enoate,8510,Ethyl_hex-2-enoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-2-penten-1-ol,8511,cis-2-Penten-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-penten-1-ol,8512,trans-2-Penten-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-nonen-1-ol,8513,trans-2-Nonen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-undecen-1-ol,8514,trans-2-Undecen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-2-nonen-1-ol,8515,cis-2-Nonen-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_propionate,8516,cis-3-Hexenyl_propionate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
53398-85-9,8517,53398-85-9,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_formate,8518,cis-3-Hexenyl_formate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3,6-nonadien-1-ol,_(e,z)-",8519,"3,6-Nonadien-1-ol,_(E,Z)-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1,3-hexadiene,_3-ethyl-2-methyl-",8520,"1,3-Hexadiene,_3-ethyl-2-methyl-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-hexen-3-one,8521,4-Hexen-3-One,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-octen-4-one,8522,2-Octen-4-one,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-methyl-2-pentenoic_acid,8523,2-Methyl-2-Pentenoic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
neryl_propionate,8524,Neryl_propionate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
neryl_isobutyrate,8525,Neryl_isobutyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranyl_caproate,8526,Geranyl_caproate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2-butenoic_acid,_hexyl_ester",8527,"2-Butenoic_acid,_hexyl_ester",aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
damascenone,8528,Damascenone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-damascone,8529,alpha-Damascone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hotrienol,8531,Hotrienol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
acetaldehyde_ethyl_cis-3-hexenyl_acetal,8532,Acetaldehyde_ethyl_cis-3-hexenyl_acetal,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"disulfide,_methyl_1-propenyl",8533,"Disulfide,_methyl_1-propenyl",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_3-nonenoate,8534,Methyl_3-nonenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4-octenoic_acid,_methyl_ester",8535,"4-Octenoic_acid,_methyl_ester",aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
"1,3,5-undecatriene",8536,"1,3,5-Undecatriene",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(2e,4e)-dodeca-2,4-dienal",8537,"(2E,4E)-Dodeca-2,4-dienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(2e,4e)-undeca-2,4-dienal",8538,"(2E,4E)-Undeca-2,4-dienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_isovalerate,8539,cis-3-Hexenyl_isovalerate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_pentanoate,8540,cis-3-Hexenyl_pentanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_phenylacetate,8541,cis-3-Hexenyl_phenylacetate,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cis-3-hexenyl_benzoate,8542,cis-3-Hexenyl_benzoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranyl_tiglate,8544,Geranyl_tiglate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1-butene,_1-(methylthio)-,_(e)-",8545,"1-Butene,_1-(methylthio)-,_(E)-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-oxo-alpha-ionol,8546,3-Oxo-alpha-ionol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"6-methylhepta-3,5-dien-2-one",8547,"6-Methylhepta-3,5-dien-2-one",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
5-methyl-2-phenyl-2-hexenal,8548,5-Methyl-2-phenyl-2-hexenal,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alpha-irone,8549,alpha-Irone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alpha-methylcinnamaldehyde,8550,Alpha-Methylcinnamaldehyde,aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
cis-cinnamic_acid,8551,cis-Cinnamic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3-propylidenephthalide,8552,3-Propylidenephthalide,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
beta-ionol,8553,beta-Ionol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-damascone,8554,beta-Damascone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"5,7-dihydroxyisoflavone",8555,"5,7-Dihydroxyisoflavone",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(2r)-2-isothiocyanatobutane,8556,(2R)-2-isothiocyanatobutane,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"methyl_(9e,12z)-octadeca-9,12-dienoate",8557,"methyl_(9E,12Z)-octadeca-9,12-dienoate",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-hepten-4-one,8558,2-Hepten-4-One,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,4-decadienoic_acid_methyl_ester",8559,"2,4-Decadienoic_acid_methyl_ester",aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
"2-octen-1-ol,_acetate",8560,"2-Octen-1-ol,_acetate",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_trans-2-decenoate,8561,Ethyl_trans-2-decenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-ethoxy-3-methyl-2-butene,8562,1-Ethoxy-3-methyl-2-butene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-[(z)-prop-1-enyl]phenol,8563,4-[(Z)-prop-1-enyl]phenol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-methyl-2-pentenal,8564,4-Methyl-2-Pentenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,4-pentadienal",8565,"2,4-Pentadienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
angelaldehyde,8566,Angelaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
geranyl_isobutyrate,8567,Geranyl_isobutyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-methyl-3-(2-furyl)propenal,8568,2-Methyl-3-(2-furyl)propenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isoborneol,8569,Isoborneol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
allyldimethylsilane,8570,Allyldimethylsilane,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(1z,4z)-germacrene_b",8571,"(1Z,4Z)-germacrene_B",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_5-hexenoate,8572,Ethyl_5-hexenoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,4,7-tridecatrienal,_(e,z,z)-",8573,"2,4,7-Tridecatrienal,_(E,Z,Z)-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2e,4z-decadienal",8574,"2E,4Z-Decadienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-isopinocamphone,8575,(-)-Isopinocamphone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
p-menthene-8-thiol,8576,p-Menthene-8-thiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
unii-p6b6jd2n2z,8577,UNII-P6B6JD2N2Z,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
unii-89jv2mj158,8578,UNII-89JV2MJ158,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_dl-jasmonate,8579,Methyl_dl-jasmonate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_cis-cinnamate,8580,Methyl_cis-cinnamate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(1r,6s)-gamma-himachalene",8581,"(1R,6S)-gamma-himachalene",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(2z,4e)-nona-2,4-dienal",8582,"(2Z,4E)-nona-2,4-dienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
chebi:88903,8583,CHEBI:88903,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"6,7-dihydro-2,3-dimethyl-5h-cyclopentapyrazine",8584,"6,7-Dihydro-2,3-Dimethyl-5H-Cyclopentapyrazine",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-hydroxy-4-phenylbutan-2-one,8585,3-hydroxy-4-phenylbutan-2-one,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
methialdol,8586,Methialdol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-.alpha.-bergaptene,8587,trans-.alpha.-bergaptene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2-propionyl-2-thiazoline,8588,2-propionyl-2-thiazoline,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-cinnamaldehyde,8589,cis-Cinnamaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2-phenyl-2-butenal,8590,2-Phenyl-2-Butenal,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(z)-4-dodecenal,8591,(Z)-4-Dodecenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"cis-limonene_1,2_oxide",8592,"cis-limonene_1,2_oxide",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-trans-6-cis-dodecadienal,8593,2-trans-6-cis-Dodecadienal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
227456-27-1,8594,227456-27-1,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1-butanol,_3-mercapto-2-methyl-",8595,"1-Butanol,_3-mercapto-2-methyl-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cedr-8-ene,8596,Cedr-8-ene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
gamma-eudesmol,8597,gamma-Eudesmol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
linalool_a_oxide,8598,Linalool_A_oxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(+)-gamma-cadinene,8599,(+)-gamma-cadinene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isomenthone,8600,Isomenthone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bovolide,8601,Bovolide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(5e)-3,5-dimethylocta-1,5,7-trien-3-ol",8602,"(5E)-3,5-dimethylocta-1,5,7-trien-3-ol",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(z,z)-3,6-nonadien-1-ol",8603,"(Z,z)-3,6-nonadien-1-ol",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-methyl-3-pentenoic_acid,8604,2-Methyl-3-pentenoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-methyl-2-phenylpent-2-enal,8605,4-methyl-2-phenylpent-2-enal,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
